x,y,t,0.429,2.464,-0.002
-4440.801,-1573.333,1.558,-0.55,-0.569,0.003
-4440.827,-1573.3,1.558,-0.738,-0.15,0.009
-4440.856,-1573.315,1.559,-0.929,-0.281,0.01
-4440.873,-1573.332,1.559,-0.959,-0.414,0.009
-4440.909,-1573.358,1.558,-1.195,-0.62,0.006
-4440.763,-1573.376,1.559,0.483,-0.711,0.014
-4440.74,-1573.323,1.56,0.647,-0.064,0.014
-4440.719,-1573.316,1.559,0.768,0.017,0.003
-4440.718,-1573.221,1.559,0.664,0.996,0.004
-4440.753,-1573.279,1.559,0.211,0.255,0.006
-4440.779,-1573.192,1.559,-0.09,1.109,0.005
-4440.862,-1573.216,1.559,-0.925,0.695,0.007
-4440.871,-1573.35,1.559,-0.889,-0.778,0
-4440.886,-1573.275,1.559,-0.909,0.107,-0.001
-4440.924,-1573.234,1.559,-1.162,0.515,-0.002
-4440.908,-1573.376,1.558,-0.831,-1.026,-0.003
-4440.783,-1573.335,1.558,0.58,-0.451,-0.006
-4440.879,-1573.331,1.559,-0.501,-0.349,0.008
-4440.765,-1573.464,1.559,0.757,-1.659,0.003
-4440.71,-1573.449,1.559,1.202,-1.27,0.004
-4440.801,-1573.378,1.56,0.094,-0.352,0.011
-4440.742,-1573.483,1.56,0.683,-1.379,0.012
-4440.68,-1573.601,1.561,1.222,-2.388,0.015
-4440.559,-1573.596,1.561,2.287,-1.986,0.012
-4440.59,-1573.592,1.56,1.631,-1.654,0.003
-4440.609,-1573.513,1.561,1.202,-0.592,0.01
-4440.68,-1573.405,1.56,0.292,0.601,0.004
-4440.73,-1573.418,1.56,-0.265,0.377,0
-4440.768,-1573.481,1.559,-0.612,-0.321,-0.006
-4440.697,-1573.343,1.56,0.202,1.146,-0.001
-4440.635,-1573.355,1.56,0.816,0.854,0.001
-4440.64,-1573.223,1.56,0.644,2.088,0.003
-4440.627,-1573.308,1.561,0.682,0.899,0.01
-4440.582,-1573.377,1.56,1.048,0.056,0.005
-4440.536,-1573.386,1.561,1.359,-0.046,0.008
-4440.587,-1573.385,1.561,0.633,-0.02,0.013
-4440.591,-1573.38,1.561,0.501,0.035,0.009
-4440.572,-1573.381,1.561,0.623,0.019,0.006
-4440.706,-1573.346,1.561,-0.849,0.371,0.004
-4440.783,-1573.39,1.561,-1.512,-0.133,0.002
-4440.764,-1573.319,1.562,-1.091,0.614,0.012
-4440.788,-1573.336,1.562,-1.184,0.347,0.01
-4440.735,-1573.35,1.562,-0.462,0.156,0.005
-4440.697,-1573.346,1.561,0,0.169,-0.003
-4440.717,-1573.355,1.56,-0.21,0.054,-0.005
-4440.684,-1573.263,1.561,0.157,0.996,0.004
-4440.576,-1573.286,1.562,1.254,0.617,0.005
-4440.604,-1573.198,1.562,0.781,1.429,0.012
-4440.573,-1573.279,1.563,0.981,0.382,0.019
-4440.574,-1573.198,1.563,0.829,1.156,0.014
-4440.521,-1573.232,1.564,1.247,0.636,0.02
-4440.459,-1573.203,1.564,1.703,0.844,0.014
-4440.536,-1573.167,1.564,0.666,1.092,0.012
-4440.538,-1573.114,1.565,0.54,1.479,0.021
-4440.619,-1573.105,1.564,-0.371,1.35,0.014
-4440.586,-1573.172,1.565,0.021,0.47,0.015
-4440.599,-1573.146,1.566,-0.109,0.666,0.023
-4440.631,-1573.137,1.566,-0.43,0.652,0.025
-4440.542,-1573.022,1.566,0.554,1.748,0.02
-4440.605,-1573.064,1.566,-0.181,1.052,0.013
-4440.578,-1573.161,1.566,0.127,-0.093,0.015
-4440.579,-1573.152,1.566,0.103,0.004,0.011
-4440.511,-1573.189,1.565,0.784,-0.368,0.003
-4440.561,-1573.164,1.565,0.156,-0.066,0.001
-4440.607,-1573.277,1.565,-0.348,-1.218,0.002
-4440.62,-1573.203,1.566,-0.423,-0.272,0.007
-4440.707,-1573.102,1.566,-1.258,0.808,0.008
-4440.682,-1573.035,1.566,-0.814,1.378,0.01
-4440.615,-1573.118,1.566,-0.004,0.318,0.009
-4440.598,-1573.144,1.566,0.164,0.001,0.005
-4440.532,-1573.225,1.566,0.819,-0.828,0.002
-4440.624,-1573.269,1.566,-0.239,-1.157,0.006
-4440.597,-1573.205,1.567,0.071,-0.328,0.015
-4440.532,-1573.202,1.567,0.732,-0.255,0.008
-4440.525,-1573.224,1.567,0.686,-0.446,0.009
-4440.507,-1573.276,1.567,0.772,-0.913,0.005
-4440.518,-1573.29,1.567,0.552,-0.921,0.006
-4440.608,-1573.263,1.568,-0.462,-0.504,0.01
-4440.667,-1573.132,1.567,-0.999,0.912,0.001
-4440.662,-1573.159,1.567,-0.8,0.508,0.002
-4440.64,-1573.2,1.568,-0.452,0.002,0.01
-4440.647,-1573.252,1.567,-0.462,-0.526,0.001
-4440.584,-1573.233,1.567,0.25,-0.251,0.005
-4440.634,-1573.151,1.568,-0.293,0.623,0.013
-4440.747,-1573.101,1.568,-1.413,1.045,0.011
-4440.759,-1573.116,1.569,-1.329,0.738,0.016
-4440.737,-1573.108,1.569,-0.91,0.712,0.014
-4440.704,-1573.095,1.569,-0.439,0.744,0.014
-4440.663,-1573.172,1.569,0.056,-0.157,0.009
-4440.546,-1573.237,1.57,1.244,-0.8,0.014
-4440.538,-1573.257,1.57,1.15,-0.889,0.02
-4440.448,-1573.326,1.57,1.903,-1.473,0.016
-4440.434,-1573.322,1.57,1.765,-1.216,0.011
-4440.446,-1573.356,1.571,1.383,-1.382,0.016
-4440.446,-1573.383,1.571,1.182,-1.459,0.017
-4440.505,-1573.382,1.572,0.4,-1.238,0.021
-4440.417,-1573.352,1.572,1.25,-0.74,0.019
-4440.516,-1573.451,1.572,0.049,-1.657,0.013
-4440.501,-1573.482,1.571,0.186,-1.73,0.004
-4440.516,-1573.535,1.57,0.012,-2.02,0
-4440.494,-1573.607,1.57,0.232,-2.464,-0.006
-4440.497,-1573.613,1.569,0.176,-2.162,-0.01
-4440.554,-1573.56,1.57,-0.438,-1.307,-0.001
-4440.566,-1573.481,1.57,-0.499,-0.301,0.001
-4440.617,-1573.453,1.57,-0.951,0.041,0
-4440.639,-1573.434,1.571,-1.036,0.227,0.003
-4440.596,-1573.409,1.571,-0.442,0.447,0.006
-4440.574,-1573.229,1.572,-0.155,2.232,0.013
-4440.583,-1573.172,1.572,-0.217,2.498,0.014
-4440.55,-1573.254,1.572,0.145,1.283,0.015
-4440.581,-1573.276,1.573,-0.189,0.865,0.019
-4440.503,-1573.336,1.574,0.635,0.119,0.024
-4440.501,-1573.296,1.574,0.563,0.523,0.022
-4440.572,-1573.14,1.574,-0.246,2.048,0.017
-4440.608,-1573.208,1.574,-0.589,1.045,0.02
-4440.59,-1573.311,1.575,-0.315,-0.168,0.018
-4440.562,-1573.298,1.575,0.018,-0.015,0.02
-4440.588,-1573.23,1.575,-0.252,0.696,0.015
-4440.608,-1573.105,1.574,-0.422,1.875,0.006
-4440.583,-1573.133,1.574,-0.103,1.313,0.009
-4440.636,-1572.9,1.574,-0.625,3.518,0.006
-4440.599,-1572.252,1.573,-0.157,9.67,-0.002
-4440.514,-1571.063,1.573,0.742,20.486,-0.011
-4440.432,-1569.168,1.572,1.478,36.984,-0.014
-4440.416,-1566.608,1.572,1.433,57.897,-0.015
-4440.358,-1563.741,1.572,1.81,78.901,-0.015
-4440.183,-1560.634,1.571,3.348,99.278,-0.016
-4439.947,-1557.488,1.572,5.29,117.066,-0.01
-4439.75,-1554.181,1.571,6.535,133.896,-0.014
-4439.574,-1551.186,1.57,7.388,145.038,-0.018
-4439.512,-1548.179,1.57,6.939,154.665,-0.021
-4439.365,-1545.283,1.57,7.427,161.733,-0.018
-4439.048,-1542.469,1.571,9.606,166.91,-0.006
-4438.692,-1539.604,1.572,11.852,171.858,0.011
-4438.188,-1536.826,1.572,15.305,175.185,0.007
-4437.731,-1533.926,1.572,17.752,179.279,0.006
-4437.205,-1531.234,1.573,20.561,180.627,0.013
-4436.606,-1528.506,1.574,23.694,182.14,0.021
-4436.105,-1525.928,1.575,25.373,181.893,0.028
-4435.427,-1523.381,1.574,28.626,181.371,0.011
-4434.817,-1520.818,1.574,30.695,181.077,0.015
-4434.428,-1518.204,1.574,30.187,181.361,0.011
-4433.99,-1515.721,1.573,30.247,180.253,0.001
-4433.59,-1513.328,1.573,29.919,178.37,-0.001
-4433.247,-1510.941,1.573,29.051,176.714,-0.003
-4432.79,-1508.599,1.573,29.492,174.835,-0.001
-4432.52,-1506.167,1.573,27.933,174.159,0.003
-4432.266,-1503.695,1.575,26.439,174.001,0.02
-4431.947,-1501.166,1.577,25.829,174.441,0.03
-4431.699,-1498.564,1.577,24.58,175.577,0.033
-4431.352,-1495.983,1.578,24.547,176.325,0.037
-4431.11,-1493.439,1.579,23.418,176.58,0.038
-4430.824,-1490.825,1.58,22.924,177.517,0.038
-4430.698,-1488.137,1.58,20.851,179.084,0.037
-4430.415,-1485.719,1.581,20.693,177.644,0.039
-4430.157,-1483.173,1.579,20.305,177.726,0.016
-4429.965,-1480.838,1.579,19.295,175.634,0.01
-4429.814,-1478.409,1.578,18.008,174.802,0.002
-4429.532,-1475.903,1.578,18.269,174.897,0.002
-4429.452,-1473.371,1.577,16.408,175.236,-0.004
-4429.267,-1470.871,1.578,15.897,175.206,0.005
-4429.102,-1468.374,1.578,15.263,175.141,0.006
-4428.808,-1465.924,1.578,16.04,174.606,0.003
-4428.62,-1463.417,1.578,15.614,174.741,-0.003
-4428.255,-1460.905,1.577,17.074,174.904,-0.007
-4427.781,-1458.428,1.577,19.45,174.673,-0.01
-4427.326,-1455.875,1.576,21.269,175.268,-0.011
-4426.794,-1453.423,1.576,23.622,174.737,-0.01
-4426.347,-1450.833,1.577,24.747,175.705,-0.004
-4425.916,-1448.359,1.577,25.549,175.333,-0.005
-4425.511,-1445.893,1.575,25.955,174.935,-0.017
-4425.193,-1443.358,1.575,25.417,175.298,-0.021
-4424.846,-1440.663,1.575,25.247,177.269,-0.015
-4424.534,-1437.951,1.576,24.743,179.116,-0.007
-4424.317,-1435.287,1.576,23.344,180.199,-0.004
-4424.107,-1432.62,1.576,22.068,181.155,-0.006
-4423.986,-1429.951,1.576,20.07,181.99,0.003
-4423.88,-1427.403,1.577,18.209,181.448,0.009
-4423.631,-1424.577,1.577,18.093,183.858,0.01
-4423.292,-1421.337,1.577,18.925,190.171,0.01
-4422.903,-1417.538,1.577,20.148,201.322,0.007
-4422.516,-1413.197,1.578,21.166,216.395,0.015
-4422.284,-1408.337,1.577,20.447,234.604,0.003
-4422.171,-1403.306,1.578,18.6,251.9,0.006
-4421.947,-1397.951,1.578,18.165,269.982,0.005
-4421.665,-1392.479,1.578,18.404,286.608,0.005
-4421.412,-1386.88,1.578,18.299,302.092,0.009
-4421.125,-1381.275,1.579,18.565,315.371,0.017
-4420.761,-1375.693,1.579,19.577,326.455,0.013
-4420.364,-1370.034,1.578,20.788,336.698,0.004
-4419.95,-1364.438,1.579,21.992,344.797,0.009
-4419.442,-1358.922,1.58,23.982,350.87,0.019
-4418.987,-1353.469,1.581,25.147,355.399,0.029
-4418.497,-1348.108,1.583,26.49,358.324,0.039
-4418.038,-1342.732,1.584,27.319,360.969,0.045
-4417.678,-1337.522,1.584,27.007,361.52,0.043
-4417.365,-1332.308,1.585,26.262,362.033,0.046
-4416.956,-1327.188,1.586,26.609,361.499,0.048
-4416.605,-1322.117,1.587,26.304,360.536,0.049
-4416.253,-1317.147,1.587,26.065,358.675,0.04
-4415.711,-1312.197,1.589,27.81,356.891,0.049
-4415.191,-1307.158,1.59,29.073,356.273,0.056
-4414.359,-1300.812,1.594,33.356,369.203,0.083
-4413.618,-1294.585,1.599,36.084,379.012,0.117
-4412.902,-1288.585,1.604,38.144,385.04,0.148
-4412.28,-1282.794,1.607,38.944,388.036,0.161
-4411.576,-1277.012,1.612,40.461,390.49,0.181
-4410.943,-1271.491,1.615,41.027,389.903,0.182
-4410.396,-1266.074,1.617,40.619,388.325,0.176
-4409.672,-1260.894,1.617,42.102,384.538,0.152
-4409.063,-1255.786,1.618,42.18,380.568,0.14
-4408.552,-1250.666,1.619,41.237,377.313,0.127
-4408.017,-1245.598,1.619,40.688,373.998,0.112
-4407.395,-1240.558,1.62,41.101,370.879,0.107
-4407.01,-1235.478,1.62,39.024,368.632,0.086
-4406.479,-1230.564,1.621,38.744,365.008,0.088
-4406.038,-1225.581,1.621,37.593,362.624,0.073
-4405.597,-1220.543,1.622,36.6,361.157,0.07
-4405.2,-1215.599,1.622,35.305,358.938,0.055
-4404.884,-1210.745,1.621,33.371,356.124,0.04
-4404.514,-1205.893,1.621,32.271,353.697,0.038
-4404.051,-1201.109,1.622,32.284,350.934,0.042
-4403.638,-1196.19,1.623,31.794,349.96,0.044
-4403.203,-1191.304,1.623,31.593,348.791,0.037
-4402.634,-1186.378,1.624,32.808,348.21,0.042
-4402.074,-1181.346,1.624,33.745,348.803,0.034
-4401.385,-1176.201,1.624,35.881,350.47,0.033
-4400.853,-1171.13,1.623,36.079,351.137,0.012
-4400.43,-1166.01,1.621,35.121,352.204,-0.007
-4399.892,-1160.979,1.62,35.499,352.192,-0.016
-4399.425,-1156.067,1.62,35.088,350.966,-0.016
-4398.983,-1150.979,1.619,34.471,351.73,-0.019
-4398.55,-1146.098,1.618,33.864,350.254,-0.023
-4398.122,-1141.086,1.617,33.29,350.341,-0.027
-4397.56,-1136.185,1.617,34.185,349.272,-0.027
-4397.021,-1131.212,1.617,34.698,349.097,-0.021
-4396.449,-1126.322,1.616,35.487,348.096,-0.027
-4395.876,-1121.364,1.616,36.167,347.942,-0.025
-4395.326,-1116.266,1.616,36.51,349.256,-0.024
-4394.901,-1111.168,1.616,35.509,350.376,-0.017
-4394.485,-1106.122,1.615,34.578,350.79,-0.025
-4394.045,-1101.15,1.615,34.015,350.389,-0.017
-4393.826,-1096.096,1.616,31.276,350.886,-0.012
-4393.454,-1091.266,1.615,30.502,349.006,-0.019
-4393.158,-1086.286,1.614,29.068,348.944,-0.02
-4392.736,-1081.368,1.614,29.127,348.263,-0.019
-4392.293,-1076.42,1.615,29.411,347.983,-0.009
-4391.957,-1071.425,1.615,28.542,348.229,-0.01
-4391.412,-1066.501,1.616,29.958,347.707,0
-4391.067,-1061.563,1.617,29.104,347.404,0.016
-4390.591,-1056.63,1.617,29.725,347.099,0.013
-4389.95,-1051.838,1.619,31.948,345.377,0.027
-4389.113,-1047.041,1.619,35.864,343.972,0.027
-4388.506,-1042.035,1.618,36.841,344.917,0.013
-4387.884,-1037.026,1.618,37.831,345.753,0.004
-4387.285,-1032.06,1.618,38.433,346.035,0.007
-4386.713,-1027.075,1.617,38.667,346.463,-0.007
-4386.22,-1022.077,1.616,38.052,346.958,-0.01
-4385.582,-1017.152,1.618,39.031,346.638,0.009
-4385.019,-1012.192,1.62,39.08,346.723,0.022
-4384.451,-1007.195,1.621,39.182,347.172,0.031
-4383.825,-1000.778,1.622,39.862,362.174,0.043
-4383.171,-994.628,1.623,40.733,372.225,0.042
-4382.606,-988.713,1.624,40.563,378.371,0.048
-4382.063,-982.802,1.625,40.187,383.579,0.046
-4381.6,-977.086,1.626,39.042,386.008,0.053
-4381.053,-971.652,1.626,38.933,385.184,0.042
-4380.497,-966.388,1.626,38.928,382.723,0.034
-4379.807,-961.369,1.626,40.305,378.11,0.034
-4379.168,-956.439,1.627,40.951,373.258,0.031
-4378.565,-951.555,1.628,41.137,368.642,0.04
-4377.894,-946.701,1.63,42.004,364.401,0.054
-4377.279,-941.745,1.631,42.158,361.826,0.059
-4376.638,-936.781,1.632,42.559,359.717,0.055
-4376.164,-931.878,1.632,41.18,357.287,0.046
-4375.735,-927.117,1.631,39.537,353.751,0.03
-4375.128,-922.398,1.631,39.968,350.315,0.027
-4374.672,-917.709,1.632,38.787,347.066,0.028
-4374.198,-912.978,1.632,37.958,344.721,0.031
-4373.754,-908.251,1.633,36.95,342.696,0.032
-4373.371,-903.519,1.632,35.464,341.007,0.016
-4373.025,-898.765,1.63,33.802,339.802,-0.001
-4372.779,-893.954,1.63,31.367,339.346,-0.001
-4372.481,-889.234,1.629,29.815,338.034,-0.01
-4372.187,-884.311,1.629,28.467,339.003,-0.008
-4371.737,-879.557,1.629,28.907,338.086,-0.011
-4371.315,-874.673,1.63,29,338.646,0.001
-4370.713,-869.844,1.63,30.929,338.552,-0.001
-4370.03,-864.981,1.629,33.419,338.827,-0.006
-4369.642,-860.071,1.63,32.497,339.544,0
-4369.367,-855.299,1.628,30.544,338.739,-0.012
-4369.003,-850.616,1.627,29.799,337.128,-0.026
-4368.513,-845.828,1.625,30.469,336.833,-0.037
-4368.114,-841.119,1.625,30.09,335.778,-0.032
-4367.75,-836.491,1.626,29.411,334.039,-0.02
-4367.351,-831.741,1.628,29.197,333.811,0.005
-4366.737,-827.047,1.629,31.222,333.044,0.011
-4366.167,-822.304,1.63,32.495,332.896,0.022
-4365.667,-817.416,1.629,32.86,334.255,0.009
-4364.947,-812.521,1.628,35.448,335.488,-0.001
-4364.23,-807.645,1.628,37.616,336.348,-0.005
-4363.542,-802.752,1.628,39.159,337.25,0
-4362.779,-797.947,1.629,41.265,337.118,0.006
-4362.028,-792.952,1.628,42.928,338.967,-0.001
-4361.214,-788.068,1.628,44.988,339.397,-0.007
-4360.318,-783.142,1.627,47.594,340.189,-0.008
-4359.531,-778.128,1.628,48.7,341.772,0.002
-4358.583,-773.093,1.63,51.301,343.347,0.013
-4357.775,-767.953,1.63,52.066,345.767,0.015
-4356.861,-762.839,1.629,53.828,347.559,0.008
-4355.998,-757.701,1.629,54.798,349.34,-0.001
-4355.335,-752.572,1.629,53.553,350.772,-0.002
-4354.681,-747.377,1.628,52.418,352.662,-0.005
-4353.927,-742.322,1.626,52.467,352.832,-0.025
-4353.146,-737.237,1.625,52.798,353.301,-0.029
-4352.197,-732.096,1.625,54.795,354.258,-0.029
-4351.179,-726.908,1.624,57.214,355.572,-0.03
-4350.014,-721.937,1.624,60.797,354.455,-0.028
-4349.108,-716.938,1.625,61.179,353.788,-0.017
-4348.338,-711.816,1.625,60.115,354.486,-0.007
-4347.465,-706.641,1.626,60.262,355.625,0.001
-4346.39,-701.519,1.626,62.467,356.053,-0.002
-4345.286,-696.568,1.625,64.643,354.659,-0.013
-4344.227,-691.59,1.625,66.042,353.754,-0.009
-4343.167,-686.564,1.625,67.237,353.47,-0.011
-4342.226,-681.454,1.624,67.041,354.085,-0.015
-4341.474,-676.264,1.623,64.922,355.445,-0.027
-4340.658,-671.33,1.621,63.771,353.969,-0.037
-4339.85,-666.413,1.619,62.71,352.525,-0.052
-4339.245,-661.459,1.617,59.715,351.683,-0.058
-4338.54,-656.522,1.616,58.197,350.788,-0.059
-4337.958,-651.556,1.617,55.625,350.322,-0.047
-4337.493,-646.592,1.617,52.236,349.899,-0.037
-4336.813,-641.751,1.618,51.546,348.282,-0.024
-4336.174,-636.831,1.619,50.542,347.708,-0.01
-4335.543,-632.015,1.62,49.61,346.15,-0.003
-4334.927,-627.283,1.621,48.656,343.963,0.007
-4334.21,-622.242,1.621,48.879,345.266,0.01
-4333.506,-617.524,1.621,48.933,343.061,0.007
-4332.949,-612.751,1.621,47.476,341.747,0.012
-4332.322,-608.062,1.62,46.946,339.757,-0.008
-4331.475,-603.469,1.619,48.762,337.075,-0.01
-4330.722,-598.861,1.62,49.349,334.935,0.001
-4329.824,-594.232,1.62,51.337,333.333,-0.004
-4328.898,-589.56,1.621,53.312,332.414,0.005
-4327.974,-584.66,1.622,54.992,333.964,0.016
-4327.14,-579.869,1.623,55.485,334.176,0.027
-4326.393,-574.933,1.624,55.012,335.846,0.031
-4325.724,-570.036,1.625,53.813,336.858,0.032
-4324.84,-565.152,1.625,54.998,337.598,0.032
-4323.892,-560.15,1.626,56.667,339.449,0.04
-4323.039,-555.121,1.629,57.119,341.299,0.059
-4322.092,-550.287,1.629,58.463,340.868,0.054
-4321.186,-545.466,1.629,59.201,340.365,0.044
-4320.308,-540.676,1.631,59.524,339.622,0.05
-4319.431,-535.655,1.63,59.803,341.364,0.035
-4318.773,-530.699,1.63,57.778,342.186,0.033
-4318.122,-525.843,1.629,55.99,341.85,0.019
-4317.431,-521.063,1.63,54.868,340.783,0.022
-4316.637,-516.306,1.631,54.97,339.639,0.033
-4315.961,-511.432,1.633,53.845,339.867,0.044
-4315.281,-506.714,1.634,52.924,338.454,0.044
-4314.415,-501.904,1.633,54.061,338.194,0.036
-4313.636,-497.122,1.633,54.124,337.688,0.031
-4312.875,-492.351,1.632,53.995,337.138,0.014
-4312.239,-487.607,1.631,52.608,336.391,-0.002
-4311.55,-482.894,1.63,51.962,335.44,-0.011
-4310.993,-478.236,1.63,50.052,334.065,-0.007
-4310.51,-473.559,1.629,47.662,333.082,-0.013
-4310.196,-468.787,1.63,43.893,333.216,-0.008
-4309.791,-464.002,1.629,41.604,333.473,-0.014
-4309.625,-459.105,1.627,37.192,334.844,-0.028
-4309.421,-454.315,1.627,33.828,334.908,-0.026
-4309.22,-449.479,1.628,30.921,335.444,-0.016
-4308.942,-444.753,1.628,29.232,334.759,-0.013
-4308.763,-438.57,1.628,26.778,349.183,-0.009
-4308.698,-432.547,1.627,23.511,359.83,-0.012
-4308.486,-426.801,1.627,22.231,366.065,-0.013
-4308.291,-421.289,1.627,20.972,368.979,-0.015
-4308.183,-415.856,1.628,19.002,370.639,0.002
-4308.074,-410.401,1.63,17.331,372.288,0.02
-4307.931,-404.994,1.632,16.246,373.202,0.035
-4307.796,-399.753,1.632,15.251,372.275,0.031
-4307.635,-394.638,1.634,14.664,370.182,0.044
-4307.415,-389.556,1.635,14.77,368.053,0.046
-4307.318,-384.471,1.635,13.599,366.276,0.037
-4307.038,-379.533,1.635,14.486,363.243,0.038
-4306.713,-374.627,1.636,15.695,360.333,0.037
-4306.455,-369.796,1.636,16.044,357.069,0.038
-4306.162,-365.14,1.638,16.707,352.492,0.043
-4305.884,-360.276,1.637,17.106,350.725,0.029
-4305.431,-355.346,1.637,19.254,349.894,0.029
-4304.978,-350.477,1.639,21.087,348.567,0.039
-4304.447,-345.735,1.64,23.456,346.119,0.044
-4303.899,-341.015,1.642,25.64,343.804,0.055
-4303.454,-336.136,1.641,26.456,343.467,0.042
-4302.833,-331.428,1.641,28.949,341.424,0.031
-4302.24,-326.683,1.642,30.808,340.059,0.038
-4301.652,-321.865,1.64,32.323,339.654,0.014
-4301.117,-317.029,1.639,33.084,339.486,0.002
-4300.589,-312.152,1.638,33.649,339.762,-0.004
-4299.953,-307.188,1.635,35.251,340.897,-0.031
-4299.301,-302.308,1.637,36.772,340.998,-0.015
-4298.811,-297.174,1.637,36.412,343.705,-0.006
-4298.199,-292.094,1.638,37.363,345.453,0.005
-4297.8,-286.864,1.639,35.969,348.491,0.011
-4297.281,-281.901,1.639,36.028,348.336,0.005
-4291.939,-270.622,1.639,85.713,413.217,0.011
-4287.48,-260.288,1.639,119.012,458.837,0.007
-4283.554,-250.839,1.639,141.937,488.622,0.008
-4280.276,-242.244,1.64,154.802,505.244,0.012
-4277.557,-234.408,1.64,160.031,511.611,0.008
-4275.382,-227.207,1.639,158.887,510.506,0.003
-4273.557,-220.626,1.639,154.304,503.176,-0.002
-4272.153,-214.706,1.638,146.063,490.124,-0.012
-4271.087,-209.057,1.637,135.555,476.196,-0.013
-4270.139,-203.714,1.638,125.38,461.166,-0.008
-4269.346,-198.513,1.638,115.108,446.889,-0.008
-4268.849,-193.496,1.637,103.297,432.814,-0.01
-4268.566,-188.827,1.637,91.015,417.225,-0.008
-4268.33,-184.352,1.638,80.063,401.929,-0.004
-4268.036,-179.921,1.639,71.316,388.438,0.013
-4267.741,-175.381,1.639,63.865,378.048,0.012
-4267.552,-171.004,1.639,56.414,367.513,0.003
-4267.369,-166.616,1.639,50.003,358.634,0.002
-4267.126,-162.261,1.639,45.149,350.73,0.002
-4266.839,-157.957,1.638,41.46,343.455,-0.001
-4266.575,-153.517,1.638,38.091,338.651,0
-4266.269,-149.078,1.639,35.634,334.544,0.003
-4265.9,-144.504,1.64,34.191,332.437,0.018
-4265.687,-139.942,1.642,31.358,330.511,0.026
-4265.389,-135.317,1.643,29.81,329.509,0.033
-4265.069,-130.724,1.643,28.721,328.337,0.036
-4264.693,-125.971,1.645,28.372,328.975,0.044
-4264.201,-121.203,1.644,29.259,329.686,0.029
-4263.713,-116.7,1.644,29.985,327.552,0.021
-4263.395,-112.156,1.643,28.847,326.156,0.01
-4262.93,-107.704,1.642,29.388,324.023,0.005
-4262.344,-103.117,1.643,31.105,323.592,0.006
-4261.793,-98.535,1.643,32.199,323.18,0.012
-4261.279,-94.05,1.644,32.755,321.821,0.017
-4261.032,-89.551,1.645,30.484,320.805,0.028
-4260.774,-84.822,1.646,28.657,322.313,0.029
-4260.576,-80.182,1.647,26.482,322.669,0.031
-4260.39,-75.63,1.646,24.497,322.084,0.019
-4260.261,-70.335,1.647,22.224,329.224,0.024
-4260.207,-65.033,1.648,19.513,335.388,0.035
-4260.132,-59.629,1.649,17.414,341.694,0.035
-4259.893,-54.307,1.651,17.315,346.229,0.051
-4259.599,-49.256,1.652,17.791,347.314,0.058
-4259.358,-44.123,1.653,17.656,349.074,0.051
-4259.182,-39.08,1.655,16.87,349.66,0.064
-4259.001,-33.907,1.657,16.257,351.486,0.073
-4258.929,-28.751,1.658,14.607,352.872,0.078
-4258.707,-23.713,1.659,14.75,352.847,0.073
-4258.377,-18.718,1.66,15.971,352.368,0.068
-4258.213,-13.722,1.66,15.306,351.986,0.063
-4258.169,-8.822,1.66,13.51,350.664,0.052
-4258.17,-3.731,1.66,11.516,351.497,0.043
-4257.882,1.346,1.66,12.783,352.072,0.04
-4257.524,6.37,1.659,14.594,352.013,0.024
-4257.133,11.356,1.659,16.473,351.577,0.016
-4256.914,16.357,1.657,16.303,351.356,0.002
-4256.682,21.386,1.656,16.29,351.45,-0.012
-4256.485,26.496,1.654,15.926,352.367,-0.026
-4256.273,31.573,1.655,15.769,352.817,-0.018
-4255.824,36.681,1.655,18.069,353.516,-0.011
-4255.377,41.767,1.655,20.014,353.879,-0.012
-4254.791,46.737,1.654,23.103,353.002,-0.02
-4254.288,51.75,1.652,24.885,352.699,-0.032
-4253.825,56.671,1.652,25.991,351.48,-0.033
-4253.291,61.581,1.65,27.669,350.341,-0.043
-4252.875,66.474,1.648,27.882,349.187,-0.056
-4252.392,71.371,1.644,28.752,348.251,-0.084
-4252.004,76.263,1.64,28.516,347.39,-0.11
-4251.51,81.225,1.635,29.405,347.389,-0.145
-4251.008,86.258,1.63,30.247,348.112,-0.165
-4250.623,91.336,1.627,29.768,349.186,-0.172
-4245.404,103.992,1.631,79.119,428.122,-0.106
-4240.963,115.644,1.637,113.202,485.118,-0.037
-4237.256,126.002,1.644,134.714,520.403,0.031
-4234.087,135.452,1.648,147.52,541.16,0.068
-4231.639,143.827,1.652,151.034,547.791,0.098
-4229.694,151.248,1.653,148.845,543.621,0.096
-4228.131,158.044,1.655,143.041,533.639,0.099
-4226.964,164.148,1.657,134.019,517.996,0.102
-4226.113,169.904,1.659,123.067,501.064,0.107
-4225.344,175.204,1.661,112.887,481.944,0.106
-4224.979,180.159,1.663,100.039,462.078,0.109
-4224.86,185.052,1.665,86.556,444.492,0.115
-4224.776,189.851,1.666,74.688,428.528,0.106
