x,y,t,0.429,2.464,-0.002
-4897.648,204.416,2.28,-150.432,349.466,0.049
-4900.5,207.953,2.281,-157.669,334.489,0.057
-4903.627,211.555,2.279,-166.665,322.38,0.025
-4906.62,215.093,2.278,-172.97,311.393,0.019
-4909.762,218.712,2.276,-179.875,302.852,-0.01
-4913.474,223.454,2.275,-191.638,307.131,-0.015
-4917.098,227.992,2.275,-200.756,308.678,-0.01
-4920.536,232.446,2.273,-206.632,309.136,-0.027
-4923.872,236.781,2.273,-210.577,308.297,-0.028
-4927.086,241.061,2.273,-212.703,307.022,-0.02
-4930.019,245.187,2.272,-211.612,304.336,-0.026
-4932.78,249.323,2.274,-208.92,302.158,-0.001
-4935.71,253.198,2.274,-208.353,297.618,-0.008
-4938.48,257.273,2.274,-206.235,295.801,-0.009
-4941.283,261.362,2.274,-204.755,294.39,-0.005
-4944.101,265.392,2.275,-203.646,292.583,0.003
-4946.725,269.349,2.275,-200.718,290.287,0.008
-4949.42,273.507,2.278,-198.944,290.402,0.033
-4952.142,277.636,2.281,-197.708,290.197,0.054
-4954.858,281.665,2.283,-196.592,289.003,0.069
-4957.532,285.75,2.285,-195.201,288.551,0.079
-4960.208,289.752,2.286,-194.051,287.314,0.079
-4962.925,293.775,2.288,-193.477,286.473,0.085
-4965.583,297.59,2.29,-192.391,283.614,0.087
-4968.255,301.75,2.292,-191.606,284.734,0.093
-4970.95,306.076,2.292,-191.17,287.398,0.083
-4973.642,310.484,2.293,-190.76,290.507,0.085
-4976.478,314.661,2.295,-191.899,290.787,0.09
-4979.15,318.797,2.293,-191.188,290.596,0.057
-4982.015,323.105,2.293,-192.568,292.206,0.047
-4984.78,327.347,2.292,-192.716,292.903,0.034
-4987.546,331.509,2.294,-192.849,292.672,0.041
-4990.335,335.63,2.292,-193.195,292.058,0.015
-4993.066,339.775,2.291,-192.895,291.779,0.005
-4995.784,344.094,2.291,-192.506,293.332,0.009
-4998.563,348.372,2.293,-192.812,294.233,0.02
-5001.366,352.296,2.294,-193.303,291.35,0.032
-5004.008,356.526,2.293,-192.082,292.052,0.019
-5006.742,360.716,2.294,-191.976,292.235,0.022
-5009.578,364.858,2.294,-192.932,291.9,0.018
-5012.108,369.06,2.294,-190.609,292.231,0.013
-5014.9,373.336,2.293,-191.325,293.27,0.008
-5017.719,377.594,2.293,-192.201,293.974,0.001
-5020.577,381.737,2.293,-193.356,293.397,0.002
-5023.44,385.643,2.29,-194.393,290.451,-0.025
-5026.356,389.519,2.289,-195.83,287.645,-0.034
-5028.914,393.656,2.288,-193.354,287.927,-0.037
-5031.642,397.852,2.29,-193.002,288.782,-0.006
-5034.439,402.038,2.289,-193.422,289.405,-0.018
-5037.276,406.202,2.289,-194.181,289.702,-0.014
-5040.055,410.562,2.288,-194.225,291.983,-0.02
-5042.826,414.759,2.29,-194.185,292.251,-0.005
-5045.717,418.878,2.29,-195.397,291.676,0
-5048.721,423.105,2.292,-197.586,292.299,0.016
-5051.511,427.255,2.292,-197.251,292.027,0.02
-5054.357,431.564,2.293,-197.541,293.444,0.022
-5057.341,435.492,2.293,-199.203,290.724,0.019
-5060.133,439.457,2.291,-198.654,288.788,-0.002
-5063.154,443.499,2.292,-200.534,287.923,0.004
-5065.879,447.585,2.291,-199.094,287.645,-0.004
-5068.698,451.669,2.291,-198.837,287.387,0.002
-5071.673,455.879,2.29,-200.219,288.463,-0.015
-5074.413,460.049,2.29,-198.986,288.966,-0.008
-5077.256,464.39,2.291,-198.985,291.162,0
-5080.069,468.706,2.291,-198.683,292.776,-0.001
-5082.883,473.09,2.29,-198.428,294.849,-0.005
-5085.81,477.254,2.291,-199.38,294.352,0.002
-5088.707,481.486,2.291,-199.881,294.624,0.005
-5091.415,485.618,2.29,-198.368,293.836,-0.013
-5094.192,490.035,2.291,-197.782,296.094,0.004
-5096.908,494.444,2.29,-196.654,297.935,-0.007
-5099.57,498.631,2.29,-195.137,297.229,-0.006
-5102.138,502.816,2.292,-192.874,296.596,0.01
-5104.79,507.034,2.293,-191.807,296.404,0.018
-5107.476,511.166,2.292,-191.252,295.347,0.01
-5110.18,515.394,2.292,-190.966,295.441,0.012
-5113.113,519.754,2.294,-193.079,296.868,0.02
-5115.895,524.022,2.293,-193.313,297.15,0.008
-5118.497,528.45,2.295,-191.675,299.03,0.031
-5121.207,532.689,2.294,-191.384,298.696,0.02
-5123.909,536.869,2.295,-191.05,297.798,0.026
-5126.674,541.108,2.296,-191.425,297.645,0.026
-5129.468,545.232,2.295,-192.03,296.321,0.015
-5132.186,549.36,2.295,-191.77,295.236,0.01
-5134.949,553.413,2.293,-192.012,293.545,-0.003
-5137.605,557.174,2.295,-191.125,289.094,0.014
-5140.198,560.307,2.297,-189.709,278.833,0.029
-5142.178,562.993,2.299,-182.186,265.479,0.047
-5143.807,565.065,2.302,-172.165,247.764,0.07
-5144.912,566.692,2.305,-158.223,228.076,0.086
-5145.55,567.954,2.308,-141.516,207.52,0.097
-5146.082,568.739,2.307,-126.186,185.086,0.076
-5146.794,569.523,2.303,-114.957,165.933,0.022
-5147.415,570.404,2.297,-104.444,150.602,-0.032
-5148.061,571.553,2.294,-95.727,140.283,-0.053
-5148.838,573.111,2.291,-89.657,135.695,-0.078
-5149.774,574.598,2.291,-86.107,131.039,-0.069
-5150.839,576.356,2.29,-84.41,129.872,-0.069
-5152.027,578.352,2.289,-84.219,131.321,-0.063
-5153.06,580.262,2.29,-82.47,131.663,-0.046
-5154.11,582.35,2.291,-81.153,133.799,-0.034
-5155.26,584.384,2.291,-81.056,135.06,-0.025
-5156.619,586.371,2.291,-83.125,135.66,-0.021
-5157.959,588.462,2.291,-84.692,137.229,-0.022
-5159.005,590.373,2.29,-83.004,136.718,-0.021
-5160.292,592.282,2.291,-84.049,136.264,-0.008
-5162.03,594.818,2.291,-89.577,142.34,-0.012
-5163.662,597.291,2.29,-93.203,146.855,-0.019
-5165.279,599.697,2.291,-96.143,150.031,-0.01
-5166.89,602.135,2.292,-98.594,153.068,0.008
-5168.53,604.531,2.293,-100.977,155.222,0.016
-5170.168,607.012,2.293,-102.984,157.93,0.007
-5171.858,609.343,2.292,-105.24,158.705,0.004
-5173.441,611.729,2.293,-106.063,159.93,0.013
-5174.971,613.96,2.295,-106.211,159.376,0.029
-5176.451,616.168,2.295,-105.826,158.663,0.021
-5177.837,618.241,2.294,-104.531,156.668,0.012
-5179.334,620.378,2.293,-104.574,155.633,-0.004
-5180.747,622.477,2.294,-103.735,154.356,0.007
-5182.184,624.59,2.295,-103.275,153.406,0.02
-5183.73,626.603,2.296,-103.999,151.57,0.019
-5185.196,628.748,2.295,-103.799,151.356,0.011
-5186.626,630.785,2.295,-103.256,150.071,0.007
-5188.178,632.898,2.296,-104.046,149.749,0.015
-5189.69,634.681,2.296,-104.315,146.079,0.014
-5190.953,636.799,2.295,-101.967,146.403,0.002
-5192.284,639.088,2.294,-100.672,148.44,-0.009
-5193.649,641.281,2.295,-99.928,149.181,0.002
-5195.061,643.234,2.295,-99.764,147.353,0.001
-5196.165,644.93,2.297,-96.45,143.14,0.027
-5197.099,646.044,2.301,-91.884,133.557,0.057
-5197.554,646.708,2.308,-83.062,120.748,0.112
-5197.729,646.808,2.314,-72.651,104.024,0.161
-5197.398,646.448,2.32,-58.559,85.014,0.189
-5196.554,645.632,2.32,-41.248,64.108,0.169
-5195.566,644.736,2.318,-25.02,45.464,0.12
-5194.762,643.671,2.312,-13.055,27.81,0.049
-5193.973,642.623,2.308,-3.017,12.927,-0.003
-5193.354,641.753,2.302,3.796,2.072,-0.054
-5192.892,641.12,2.3,8,-4.75,-0.064
-5192.446,640.589,2.299,11.413,-9.516,-0.066
-5192.141,640.123,2.296,12.879,-12.911,-0.083
-5191.834,639.737,2.295,14.136,-14.983,-0.086
-5191.638,639.543,2.294,14.077,-14.783,-0.076
-5191.508,639.294,2.294,13.351,-15.175,-0.071
-5191.337,639.255,2.295,13.141,-13.346,-0.053
-5191.21,639.12,2.294,12.52,-12.763,-0.052
-5191.216,638.898,2.295,10.611,-13.18,-0.038
-5191.187,638.902,2.294,9.359,-11.2,-0.036
-5191.229,638.728,2.294,7.551,-11.341,-0.036
-5191.275,638.483,2.295,5.958,-12.195,-0.022
-5191.229,637.896,2.295,5.562,-16.446,-0.018
-5190.993,636.751,2.296,7.173,-25.809,0
-5190.451,635.101,2.301,11.699,-39.007,0.047
-5189.438,632.875,2.308,20.397,-56.182,0.104
-5188.043,630.208,2.311,31.761,-75.378,0.123
-5185.989,627.309,2.315,48.236,-94.136,0.137
-5183.748,624.133,2.316,64.219,-112.982,0.129
-5181.538,620.935,2.314,77.522,-129.292,0.094
-5179.729,617.978,2.31,84.75,-140.715,0.038
-5177.967,615.023,2.306,90.419,-150.448,-0.006
-5176.209,612.47,2.305,95.213,-154.6,-0.011
-5174.448,609.917,2.304,99.341,-158.149,-0.02
-5172.993,607.411,2.304,99.712,-160.687,-0.017
-5171.442,605.138,2.303,101.014,-160.456,-0.023
-5170.081,603.032,2.301,100.171,-158.54,-0.037
-5168.607,600.75,2.303,100.616,-158.719,-0.017
-5167.171,598.372,2.306,100.604,-159.856,0.013
-5165.694,596.186,2.307,101.014,-158.85,0.02
-5164.386,593.925,2.305,99.616,-158.763,-0.005
-5162.946,591.712,2.303,99.792,-158.201,-0.021
-5161.667,589.509,2.304,98.284,-157.606,-0.009
-5160.222,587.15,2.305,98.704,-158.72,0.006
-5158.831,584.87,2.305,98.513,-158.848,0.008
-5157.525,582.807,2.305,97.47,-156.719,0.006
-5156.105,580.58,2.306,97.753,-156.602,0.009
-5154.823,578.357,2.308,96.578,-156.453,0.031
-5153.508,576.287,2.309,95.903,-154.755,0.038
-5152.085,574.103,2.309,96.448,-154.48,0.028
-5150.853,572.019,2.311,94.953,-153.216,0.041
-5149.471,569.902,2.311,95.219,-152.474,0.037
-5148.142,567.597,2.312,94.89,-153.783,0.046
-5146.985,565.47,2.313,92.846,-153.061,0.046
-5145.76,563.169,2.312,91.806,-154.235,0.025
-5144.382,560.871,2.311,92.485,-155.215,0.017
-5143.042,558.58,2.312,92.684,-155.969,0.018
-5141.72,556.318,2.312,92.657,-156.317,0.022
-5140.326,554.25,2.313,93.382,-154.624,0.03
-5138.474,551.546,2.314,98.72,-159.716,0.033
-5136.945,548.93,2.316,99.939,-163.156,0.047
-5135.416,546.408,2.316,100.985,-165.13,0.042
-5133.919,544.03,2.315,101.537,-165.326,0.021
-5132.678,541.794,2.313,99.387,-164.032,-0.005
-5130.994,539.409,2.313,102.104,-164.456,0.002
-5129.669,537.142,2.312,100.73,-163.605,-0.007
-5128.286,534.823,2.31,100.151,-163.419,-0.03
-5126.929,532.922,2.305,99.393,-158.961,-0.067
-5125.47,530.843,2.303,99.8,-156.985,-0.077
-5123.927,528.671,2.302,101.007,-156.259,-0.077
-5122.276,526.504,2.303,103.142,-155.581,-0.06
-5120.594,523.889,2.305,105.291,-159.627,-0.027
-5118.807,521.01,2.308,108.207,-165.782,0.008
-5116.774,517.699,2.312,113.218,-175.494,0.043
-5114.438,513.881,2.318,120.613,-188.984,0.09
-5111.821,509.572,2.323,129.818,-205.549,0.128
-5108.65,504.947,2.328,143.373,-222.936,0.152
-5105.074,500.235,2.329,159.096,-238.653,0.141
-5101.099,495.144,2.329,176.627,-255.97,0.126
-5097.523,489.937,2.327,187.465,-271.926,0.082
-5094.12,484.791,2.324,194.921,-284.913,0.04
-5090.723,479.91,2.318,201.232,-293.265,-0.017
-5087.341,475.184,2.316,206.453,-298.789,-0.031
-5083.953,470.405,2.316,210.968,-304.041,-0.027
-5080.233,464.361,2.314,218.236,-321.553,-0.044
-5076.674,458.721,2.312,222.779,-332.322,-0.054
-5073.171,453.078,2.314,226.079,-341.537,-0.035
-5069.737,447.781,2.315,228.177,-345.841,-0.017
-5066.473,442.723,2.317,228.232,-347.051,0.008
-5063.397,437.869,2.317,226.33,-345.981,-0.001
-5060.494,433.176,2.318,222.925,-343.412,0.01
-5057.462,428.506,2.318,221.356,-340.98,0.01
-5054.48,424.025,2.318,219.496,-336.965,0.015
-5051.625,419.733,2.318,216.608,-331.599,0.012
-5047.965,414.262,2.321,222.433,-339.148,0.037
-5044.601,409.004,2.322,224.352,-343.402,0.038
-5041.447,403.976,2.322,223.824,-344.659,0.038
-5038.072,399.11,2.323,225.655,-344.065,0.034
-5034.888,394.391,2.324,225.243,-342.051,0.043
-5031.8,389.723,2.325,223.911,-339.795,0.046
-5028.709,385.162,2.325,222.796,-336.778,0.039
-5025.75,380.712,2.323,220.496,-333.06,0.017
-5023.021,376.341,2.325,216.162,-329.073,0.029
-5020.098,372.244,2.325,214.463,-322.86,0.021
-5017.197,368.05,2.326,212.791,-318.553,0.03
-5014.471,363.736,2.326,209.558,-316.116,0.029
-5011.73,359.555,2.326,206.953,-312.664,0.027
-5008.96,355.332,2.329,205.034,-310.158,0.049
-5006.193,351.076,2.329,203.374,-308.36,0.036
-5003.453,346.926,2.33,201.674,-305.735,0.046
-5000.707,342.697,2.33,200.284,-304.311,0.036
-4997.719,338.458,2.333,201.58,-303.195,0.061
-4994.806,334.265,2.332,201.922,-301.762,0.042
-4991.996,329.743,2.332,201.16,-303.936,0.037
-4989.322,325.528,2.329,199.099,-302.635,0.004
-4986.535,321.087,2.33,198.51,-303.842,0.009
-4983.713,316.869,2.33,198.371,-302.584,0.015
-4980.686,312.597,2.331,200.356,-302.056,0.017
-4977.887,308.229,2.331,199.704,-302.601,0.013
-4974.915,303.901,2.33,200.93,-302.66,0.002
-4972.006,299.61,2.329,201.324,-302.327,-0.002
-4969.236,295.323,2.329,200.239,-301.993,-0.004
-4966.225,291,2.329,201.788,-302.079,-0.001
-4963.552,286.606,2.328,199.626,-302.895,-0.01
-4960.563,282.304,2.329,201.038,-302.632,-0.003
-4957.664,278.097,2.327,201.323,-301.436,-0.018
-4954.914,273.78,2.33,200.026,-301.553,0.013
-4952.229,269.366,2.328,198.24,-302.646,-0.008
-4949.356,265.016,2.328,198.669,-302.917,-0.012
-4946.44,260.733,2.328,199.465,-302.457,-0.011
-4943.416,256.593,2.329,201.269,-300.595,0.007
-4940.525,252.343,2.33,201.425,-300.135,0.008
-4937.645,248.263,2.329,201.455,-298,0.002
-4934.706,244.107,2.329,202.089,-296.964,-0.001
-4931.602,240.058,2.329,204.322,-294.966,-0.003
-4928.718,235.934,2.329,203.957,-294.043,0.001
-4925.921,231.806,2.327,202.756,-293.298,-0.015
-4922.994,227.705,2.328,203.072,-292.386,-0.004
-4919.996,223.749,2.327,204.069,-290.11,-0.014
-4917.096,219.808,2.329,203.915,-288.016,0.006
-4914.113,215.571,2.328,204.634,-289.277,-0.003
-4911.118,211.481,2.331,205.369,-288.836,0.02
-4908.179,207.409,2.33,205.422,-288.276,0.009
-4905.052,203.365,2.332,207.405,-287.518,0.027
-4901.924,199.204,2.332,209.098,-288.069,0.022
-4898.834,195.118,2.335,210.16,-287.766,0.047
-4895.723,190.99,2.336,211.276,-287.943,0.051
-4892.636,186.735,2.337,211.986,-289.395,0.052
-4889.552,182.386,2.336,212.556,-291.606,0.035
-4886.713,178.139,2.336,210.527,-292.449,0.037
-4883.807,173.706,2.336,209.478,-295.068,0.032
-4880.851,169.553,2.337,209.105,-294.433,0.035
-4878.003,165.376,2.335,207.671,-294.125,0.007
-4875.059,161.157,2.336,207.44,-294.311,0.016
-4872.176,156.929,2.335,206.612,-294.553,0.005
-4869.399,152.592,2.336,204.813,-295.882,0.014
-4866.78,148.268,2.336,201.657,-296.88,0.015
-4864.099,143.947,2.333,199.597,-297.703,-0.018
-4861.239,139.74,2.336,199.685,-297.226,0.009
-4862.678,127.741,2.332,155.509,-377.046,-0.03
-4863.497,116.839,2.33,124.202,-433.819,-0.044
-4863.698,107.11,2.328,103.869,-470.184,-0.053
-4863.57,98.295,2.327,89.909,-491.777,-0.055
-4862.943,90.424,2.325,83.142,-500.483,-0.066
-4861.734,83.306,2.324,83.361,-500.16,-0.067
-4860.128,76.931,2.322,87.633,-492.234,-0.079
-4858.267,71.045,2.32,93.908,-480.428,-0.081
-4856.185,65.66,2.32,101.527,-465.219,-0.073
-4853.929,60.685,2.32,109.818,-448.01,-0.059
-4851.381,56.114,2.32,119.896,-429.181,-0.054
-4848.686,51.742,2.319,130.014,-411.069,-0.054
-4845.728,47.684,2.319,141.348,-392.392,-0.045
-4842.768,43.62,2.319,151.027,-376.523,-0.036
-4839.779,39.403,2.321,159.588,-364.562,-0.018
-4836.884,35.314,2.323,165.918,-353.043,0.007
-4832.818,29.708,2.326,183.382,-358.83,0.03
-4828.811,24.404,2.328,197.663,-360.666,0.048
-4825.004,19.411,2.33,207.78,-359.022,0.06
-4821.197,14.576,2.332,216.42,-355.997,0.076
-4817.656,9.987,2.334,221.038,-350.885,0.078
-4814.123,5.67,2.337,224.906,-343.725,0.095
-4810.584,1.485,2.338,228.261,-336.254,0.094
-4807.278,-2.815,2.339,228.727,-331.073,0.091
-4803.954,-7.046,2.341,229.311,-325.938,0.093
-4800.847,-11.252,2.342,227.569,-321.306,0.086
-4797.625,-15.305,2.342,227.276,-315.773,0.078
-4794.425,-19.487,2.342,226.789,-312.388,0.068
-4791.467,-23.719,2.343,223.883,-310.014,0.061
-4788.375,-27.662,2.343,222.796,-305.011,0.056
-4785.396,-31.53,2.343,220.702,-299.974,0.047
-4782.449,-35.507,2.343,218.58,-296.794,0.043
-4779.52,-39.532,2.342,216.585,-294.583,0.025
-4776.674,-43.46,2.342,214.026,-291.698,0.024
-4773.688,-47.434,2.342,213.29,-289.707,0.017
-4770.603,-51.505,2.341,213.682,-289.019,0.008
-4767.519,-55.642,2.342,214.012,-289.101,0.012
-4764.288,-59.809,2.342,215.8,-289.476,0.009
-4761.271,-64.025,2.342,215.117,-290.313,0.014
-4758.015,-68.271,2.341,216.999,-291.329,0
-4754.979,-72.654,2.341,216.343,-293.599,-0.001
-4751.896,-77.058,2.341,216.264,-295.758,0.001
-4748.981,-81.293,2.343,214.469,-295.866,0.016
-4745.989,-85.445,2.343,213.724,-295.099,0.017
-4743.104,-89.595,2.343,211.994,-294.422,0.016
-4740.247,-93.725,2.343,210.228,-293.633,0.01
-4737.386,-97.949,2.342,208.767,-293.938,0.003
-4734.577,-102.208,2.341,206.977,-294.552,-0.01
-4731.621,-106.607,2.34,206.97,-296.52,-0.017
-4728.591,-110.948,2.34,207.726,-297.6,-0.016
-4725.592,-115.294,2.339,208.053,-298.573,-0.024
-4722.581,-119.595,2.339,208.452,-298.945,-0.023
-4719.663,-123.77,2.337,207.84,-297.961,-0.035
-4716.831,-128.065,2.337,206.422,-298.351,-0.031
-4714.179,-132.41,2.337,203.364,-299.207,-0.024
-4711.431,-136.668,2.336,201.753,-299.033,-0.026
-4708.743,-140.886,2.337,199.747,-298.481,-0.021
-4706.149,-145.117,2.338,197.074,-298.14,-0.001
-4703.567,-149.337,2.339,194.672,-297.743,0.009
-4701,-153.51,2.34,192.477,-296.913,0.013
-4698.29,-157.721,2.34,192.064,-296.599,0.014
-4695.708,-161.883,2.341,190.393,-295.824,0.022
-4693.019,-166.277,2.343,190.085,-297.555,0.034
-4690.543,-170.333,2.345,187.611,-295.544,0.047
-4687.857,-174.442,2.345,187.673,-294.385,0.044
-4685.031,-178.645,2.346,189.163,-294.355,0.044
-4682.282,-182.807,2.349,189.646,-293.918,0.064
-4679.397,-186.988,2.35,191.451,-293.735,0.066
-4676.472,-191.102,2.351,193.417,-292.884,0.066
-4673.604,-195.14,2.35,194.484,-291.383,0.052
-4670.761,-199.261,2.351,195.162,-290.954,0.045
-4667.324,-203.887,2.35,201.841,-295.785,0.031
-4663.954,-208.313,2.35,206.847,-297.845,0.03
-4660.664,-212.745,2.35,210.297,-299.673,0.028
-4657.42,-216.991,2.351,212.766,-299.31,0.033
-4654.294,-221.195,2.351,213.65,-298.575,0.026
-4651.135,-225.522,2.351,214.759,-299.203,0.02
-4647.999,-229.678,2.349,215.455,-297.985,0.003
-4644.867,-233.614,2.35,216.01,-294.688,0.01
-4641.759,-237.636,2.351,216.235,-292.753,0.012
-4638.685,-241.698,2.351,216.085,-291.512,0.015
-4635.225,-246.033,2.35,219.926,-293.266,0.004
-4631.722,-250.46,2.349,223.643,-295.711,-0.007
-4628.328,-254.988,2.348,225.694,-298.838,-0.019
-4625.127,-259.35,2.349,225.452,-299.791,-0.009
-4621.821,-263.595,2.348,226.334,-299.406,-0.011
-4618.668,-267.759,2.347,225.5,-298.239,-0.018
-4615.473,-271.947,2.347,225.236,-297.498,-0.022
-4612.466,-276.301,2.346,223.06,-298.563,-0.024
-4609.438,-280.395,2.345,221.431,-296.807,-0.026
-4606.266,-284.665,2.345,221.527,-297.116,-0.025
-4607.67,-296.59,2.345,174.489,-376.18,-0.023
-4608.235,-307.147,2.346,143.01,-429.541,-0.012
-4608.334,-316.442,2.346,120.958,-462.049,-0.006
-4607.921,-324.814,2.347,107.422,-480.285,0.001
-4607.029,-332.283,2.348,100.809,-486.548,0.008
-4605.771,-338.932,2.348,98.93,-483.436,0.013
-4603.999,-344.707,2.348,102.624,-471.791,0.008
-4601.995,-350.136,2.348,108.164,-458.299,0.012
-4599.746,-354.974,2.35,115.405,-440.708,0.024
-4597.247,-359.568,2.352,124.161,-423.186,0.04
-4594.498,-363.619,2.354,134.202,-402.651,0.051
-4591.737,-367.594,2.354,142.892,-384.36,0.043
-4588.004,-372.578,2.355,160.302,-379.134,0.045
-4584.527,-377.253,2.354,172.527,-371.505,0.034
-4581.01,-381.66,2.354,183.355,-362.236,0.029
-4577.544,-386.032,2.354,192.073,-353.973,0.028
-4574.231,-390.093,2.356,197.927,-343.727,0.036
-4570.918,-394.016,2.357,202.932,-333.562,0.041
-4567.83,-397.886,2.359,204.877,-324.341,0.058
-4564.651,-401.939,2.359,207.473,-318.366,0.051
-4561.685,-405.905,2.359,207.494,-312.379,0.045
-4558.598,-409.716,2.359,208.758,-305.671,0.037
-4555.826,-413.558,2.361,206.595,-300.272,0.045
-4552.91,-417.497,2.362,206.227,-296.66,0.047
-4550.339,-421.537,2.362,202.361,-294.62,0.046
-4547.612,-425.638,2.363,200.676,-293.506,0.042
-4545.099,-429.526,2.363,197.042,-290.372,0.039
-4542.203,-433.601,2.363,197.876,-289.62,0.035
-4539.517,-437.589,2.364,196.427,-288.082,0.038
-4536.859,-441.45,2.364,194.894,-285.46,0.032
-4534.231,-445.297,2.364,193.287,-283.077,0.027
-4531.618,-449.345,2.363,191.767,-283.12,0.014
-4528.903,-453.424,2.363,191.512,-283.478,0.014
-4526.297,-457.512,2.362,190.171,-283.868,0.006
-4523.564,-461.656,2.362,190.335,-284.787,0.003
-4521.064,-465.846,2.362,188.085,-286.036,0.003
-4518.43,-469.995,2.363,187.543,-286.683,0.008
-4515.915,-474.027,2.362,185.857,-286.034,0
-4513.341,-477.947,2.364,185.015,-284.322,0.017
-4510.889,-482.065,2.364,183.052,-284.894,0.017
-4508.328,-486.229,2.364,182.495,-285.871,0.017
-4505.803,-490.327,2.364,181.653,-286.017,0.007
-4503.198,-494.412,2.364,181.75,-286.003,0.01
-4500.835,-498.547,2.364,179.347,-286.51,0.008
-4498.21,-502.885,2.365,179.989,-289.028,0.015
-4495.651,-506.967,2.366,179.872,-288.552,0.022
-4493.016,-511.22,2.366,180.546,-289.894,0.024
-4490.478,-515.347,2.368,180.123,-289.75,0.034
-4487.946,-519.579,2.367,179.699,-290.704,0.022
-4485.348,-523.924,2.367,180.01,-292.678,0.014
-4482.737,-528.192,2.366,180.416,-293.57,0.007
-4479.951,-532.365,2.365,182.569,-293.356,0
-4477.161,-536.608,2.365,184.443,-293.895,-0.006
-4474.501,-540.683,2.365,184.699,-292.63,0
-4471.867,-544.673,2.366,184.65,-290.664,0.002
-4468.918,-548.682,2.366,187.847,-289.194,0.008
-4465.999,-552.792,2.366,190.275,-288.968,0.003
-4463.131,-556.94,2.367,191.817,-289.171,0.013
-4460.03,-561.156,2.367,195.535,-290.052,0.011
-4457.046,-565.243,2.367,197.498,-289.465,0.011
-4453.905,-569.384,2.368,200.787,-289.523,0.016
-4450.742,-573.412,2.368,203.817,-288.411,0.014
-4447.687,-577.388,2.366,205.296,-286.93,-0.004
-4444.498,-581.359,2.366,207.929,-285.608,-0.007
-4441.364,-585.329,2.366,209.612,-284.483,-0.008
-4438.139,-589.373,2.366,211.993,-284.276,-0.006
-4434.822,-593.197,2.367,214.963,-281.834,0.004
-4431.625,-597.107,2.367,216.26,-280.634,0.005
-4428.372,-600.827,2.369,217.941,-277.654,0.023
-4425.105,-604.555,2.367,219.519,-275.206,0.006
-4421.934,-608.355,2.366,219.879,-273.85,-0.012
-4418.722,-612.161,2.366,220.617,-272.753,-0.004
-4415.539,-615.975,2.366,220.939,-271.908,-0.006
-4412.381,-619.625,2.366,220.947,-269.494,0
-4409.114,-623.437,2.366,222.095,-269.108,-0.005
-4405.82,-627.246,2.366,223.335,-268.74,-0.006
-4402.643,-630.885,2.366,223.205,-266.683,0
-4399.346,-634.699,2.367,224.316,-266.722,0.003
-4396.06,-638.597,2.366,225.152,-267.625,-0.001
-4392.853,-642.308,2.367,225.055,-266.47,0.006
-4389.481,-646.219,2.368,226.671,-267.548,0.012
-4386.181,-650.045,2.368,227.306,-267.587,0.011
-4382.951,-653.635,2.368,227.131,-265.186,0.016
-4379.776,-657.324,2.369,226.413,-264.169,0.021
-4376.651,-661.24,2.371,225.285,-265.634,0.03
-4373.657,-665.105,2.372,222.979,-266.351,0.041
-4370.538,-669.012,2.374,222.299,-267.406,0.048
-4367.534,-672.887,2.373,220.528,-267.967,0.04
-4364.564,-676.746,2.374,218.671,-268.282,0.041
-4361.579,-680.534,2.375,217.236,-267.83,0.039
-4358.416,-684.527,2.375,217.851,-269.547,0.038
-4355.533,-688.479,2.375,215.497,-270.584,0.029
-4352.708,-692.448,2.374,212.883,-271.652,0.021
-4349.574,-696.658,2.374,213.841,-275.041,0.016
-4346.603,-700.802,2.373,212.977,-277.257,0.002
-4343.629,-705.039,2.373,212.274,-280.097,0.001
-4340.042,-710.221,2.372,217.981,-292.254,-0.003
-4336.536,-715.237,2.373,222.017,-300.908,0.008
-4333.214,-720.263,2.372,223.564,-308.395,-0.003
-4329.896,-725.259,2.371,224.84,-314.477,-0.015
-4326.77,-729.972,2.371,223.962,-316.746,-0.017
-4323.759,-734.498,2.371,222.012,-316.757,-0.007
-4320.883,-738.942,2.371,218.97,-315.923,-0.01
-4318.251,-743.315,2.371,213.864,-314.477,-0.006
-4315.589,-747.632,2.372,209.818,-312.666,0.001
-4313.02,-752.006,2.373,205.411,-311.715,0.008
-4310.705,-756.324,2.372,199.033,-310.327,0.001
-4308.335,-760.621,2.373,194.15,-308.928,0.007
-4305.979,-764.838,2.375,189.865,-306.901,0.031
-4303.688,-769.032,2.377,185.52,-304.947,0.042
-4301.239,-773.186,2.377,183.445,-302.864,0.04
-4298.852,-777.234,2.378,181.042,-299.991,0.04
-4296.485,-781.38,2.379,178.786,-298.553,0.045
-4294.327,-785.592,2.379,174.712,-298.012,0.036
-4291.833,-789.835,2.38,174.688,-297.866,0.042
-4289.534,-793.912,2.381,172.666,-296.028,0.04
-4287.343,-797.91,2.381,169.829,-293.653,0.039
-4284.779,-802.174,2.382,171.245,-294.357,0.04
-4282.375,-806.4,2.382,170.811,-294.575,0.04
-4279.926,-810.731,2.383,170.902,-295.838,0.044
-4277.506,-815.05,2.385,170.684,-296.794,0.056
-4275.115,-819.328,2.387,170.191,-297.181,0.067
-4272.59,-823.683,2.389,171.162,-298.314,0.069
-4269.916,-828.059,2.389,173.513,-299.492,0.065
-4267.053,-832.4,2.39,177.467,-300.134,0.062
-4264.227,-836.84,2.391,180.461,-301.702,0.066
